loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,loan_status
5000.0, 36 months, 12.39%,167.01,C,C1,driver/ delivery,2 years,MORTGAGE,71000.0,Verified,other,Other,NC,1.61,0.0,Dec-2004,670.0,674.0,0.0,41.0,71.0,4.0,1.0,2177.0,70.2%,7.0,f,0
5000.0, 36 months,  6.99%,154.37,A,A2,Software Engineer,10+ years,MORTGAGE,105000.0,Verified,credit_card,Credit card refinancing,IL,6.67,0.0,Aug-2003,730.0,734.0,0.0,33.0,,10.0,0.0,5273.0,24.9%,29.0,f,0
18000.0, 36 months,  9.75%,578.7,B,B3,teacher,3 years,MORTGAGE,52300.0,Not Verified,debt_consolidation,Debt consolidation,MD,7.16,0.0,Sep-1998,665.0,669.0,0.0,24.0,,7.0,0.0,12578.0,74%,18.0,f,0
7000.0, 36 months,  9.99%,225.84,B,B3,Corporate Credit Manager,2 years,RENT,127000.0,Source Verified,car,Car financing,TX,10.91,0.0,Aug-1989,665.0,669.0,1.0,54.0,54.0,12.0,1.0,16488.0,71.1%,48.0,w,1
10000.0, 36 months, 14.65%,344.95,C,C5,Construction Project Coordinator,10+ years,OWN,40000.0,Verified,debt_consolidation,Debt consolidation,SC,24.6,0.0,Jan-1995,680.0,684.0,1.0,51.0,,5.0,0.0,3296.0,56.8%,51.0,f,1
39450.0, 60 months, 11.05%,858.73,B,B4,Speech Language Pathologist,2 years,MORTGAGE,87000.0,Source Verified,debt_consolidation,Debt consolidation,MO,10.59,0.0,Aug-2006,720.0,724.0,1.0,57.0,,23.0,0.0,19689.0,41.5%,37.0,w,0
2500.0, 36 months, 15.05%,86.73,C,C4,,,RENT,90000.0,Not Verified,debt_consolidation,Debt consolidation,CA,28.45,0.0,Sep-1994,690.0,694.0,0.0,,,26.0,0.0,48039.0,46.1%,39.0,w,0
10000.0, 36 months,  9.16%,318.75,B,B2,Director of Renovations,< 1 year,RENT,90000.0,Source Verified,debt_consolidation,Debt consolidation,FL,10.2,0.0,May-2001,695.0,699.0,0.0,,,6.0,0.0,7560.0,31.4%,12.0,f,0
6000.0, 36 months,  7.97%,187.94,A,A5,ekg tech,1 year,RENT,32000.0,Source Verified,debt_consolidation,Debt consolidation,IL,8.29,0.0,May-2006,715.0,719.0,0.0,,,8.0,0.0,4234.0,40.3%,14.0,w,0
7000.0, 36 months, 20.00%,260.15,D,D4,Dispatcher ,5 years,RENT,40000.0,Source Verified,debt_consolidation,Debt consolidation,NY,6.12,0.0,Jul-2002,685.0,689.0,0.0,32.0,,10.0,0.0,6256.0,33.3%,20.0,f,0
15000.0, 36 months,  9.17%,478.19,B,B2,MRO Buyer,< 1 year,OWN,72000.0,Not Verified,credit_card,Credit card refinancing,CA,26.77,0.0,May-1998,660.0,664.0,0.0,33.0,,20.0,0.0,27883.0,75.6%,45.0,f,0
18000.0, 60 months, 24.74%,525.59,E,E3,Manager,3 years,OWN,85000.0,Source Verified,other,Other,IN,15.04,0.0,Jul-2013,680.0,684.0,0.0,,17.0,10.0,1.0,2077.0,26.3%,11.0,w,0
7500.0, 36 months,  7.97%,234.92,A,A5,Escrow Officer,2 years,MORTGAGE,32000.0,Not Verified,debt_consolidation,Debt consolidation,TX,25.92,0.0,Apr-2000,780.0,784.0,0.0,,,15.0,0.0,4827.0,9.8%,41.0,f,0
26600.0, 60 months, 12.62%,600.07,C,C1,General Manager,7 years,RENT,180000.0,Source Verified,medical,Medical expenses,CO,22.87,2.0,Feb-2003,665.0,669.0,2.0,18.0,109.0,21.0,1.0,21238.0,24.7%,55.0,w,0
16000.0, 60 months, 12.99%,363.97,C,C2,"Director, Marketing & Comm",< 1 year,RENT,73800.0,Not Verified,other,Other,SC,29.25,0.0,Sep-1993,740.0,744.0,0.0,,,9.0,0.0,37905.0,48.5%,24.0,w,1
17425.0, 36 months, 17.27%,623.6,D,D2,Hospital Transition Nurse,10+ years,MORTGAGE,84000.0,Verified,debt_consolidation,Debt consolidation,MD,38.4,0.0,Mar-1989,670.0,674.0,2.0,,78.0,14.0,1.0,5684.0,52%,30.0,w,0
5000.0, 36 months, 12.73%,167.83,B,B5,,,MORTGAGE,32000.0,Verified,debt_consolidation,Debt consolidation,CA,4.5,0.0,Jun-2008,750.0,754.0,0.0,,,4.0,0.0,2331.0,53%,11.0,w,0
30000.0, 36 months, 21.49%,1137.82,E,E3,Booz Allen Hamilton,3 years,RENT,90000.0,Verified,debt_consolidation,amex debt consolidation,MD,23.65,0.0,Aug-1998,665.0,669.0,1.0,40.0,,20.0,0.0,13967.0,68.8%,40.0,f,0
17600.0, 36 months, 18.55%,641.15,D,D2,Service Engineer,1 year,RENT,80000.0,Source Verified,credit_card,Credit card refinancing,MI,9.44,0.0,Oct-1997,685.0,689.0,0.0,,,4.0,0.0,21544.0,93.3%,7.0,f,0
12000.0, 36 months, 12.69%,402.54,C,C2,labor deburr,3 years,OWN,31763.64,Verified,credit_card,Credit card refinancing,NY,39.58,0.0,Jan-2009,695.0,699.0,0.0,,,21.0,0.0,17118.0,36%,23.0,w,0
3000.0, 36 months, 15.57%,104.84,C,C3,Manager,10+ years,OWN,72100.0,Source Verified,home_improvement,Home improvement,NJ,24.53,0.0,Apr-2000,680.0,684.0,0.0,42.0,,28.0,0.0,36798.0,38.2%,45.0,f,1
14400.0, 60 months, 15.31%,344.93,C,C4,customer service expert,10+ years,MORTGAGE,65000.0,Source Verified,credit_card,Credit card refinancing,GA,21.29,0.0,Nov-1996,730.0,734.0,1.0,,11.0,14.0,2.0,13702.0,31%,22.0,w,0
7000.0, 36 months,  7.39%,217.4,A,A4,driver,9 years,MORTGAGE,95000.0,Source Verified,debt_consolidation,Debt consolidation,TX,13.87,1.0,Feb-2004,675.0,679.0,0.0,20.0,,10.0,0.0,7459.0,40.8%,26.0,w,0
16000.0, 60 months, 16.91%,396.87,C,C5,TECH,10+ years,MORTGAGE,85000.0,Verified,home_improvement,Home improvement,FL,11.51,0.0,Mar-2006,700.0,704.0,0.0,,101.0,13.0,1.0,11544.0,37.5%,29.0,w,0
35000.0, 60 months, 17.57%,880.61,D,D2,VP Technology Mgr,10+ years,MORTGAGE,150000.0,Verified,home_improvement,Home improvement,CA,23.78,2.0,Mar-1997,675.0,679.0,0.0,11.0,,13.0,0.0,44381.0,75.2%,22.0,w,0
6400.0, 36 months,  7.39%,198.76,A,A4,Compliance,1 year,RENT,107000.0,Source Verified,debt_consolidation,Debt consolidation,NY,13.31,0.0,Oct-2006,685.0,689.0,0.0,,,18.0,0.0,7108.0,45.6%,35.0,w,0
10000.0, 36 months,  9.44%,320.05,B,B1,Barber,10+ years,MORTGAGE,40000.0,Source Verified,medical,Medical expenses,MI,19.32,0.0,Mar-2014,680.0,684.0,1.0,,,11.0,0.0,8819.0,47.4%,11.0,w,0
20000.0, 60 months, 17.09%,498.02,D,D1,supervisior,10+ years,MORTGAGE,72000.0,Verified,debt_consolidation,Debt consolidation,TN,26.96,1.0,Mar-2001,670.0,674.0,0.0,11.0,,11.0,0.0,15640.0,80.6%,21.0,w,1
34750.0, 36 months, 20.00%,1291.44,D,D4,Inventory Manager,< 1 year,MORTGAGE,66308.52,Source Verified,debt_consolidation,Debt consolidation,NY,28.29,0.0,Jan-1998,700.0,704.0,0.0,,,12.0,0.0,61578.0,45.9%,19.0,w,0
6000.0, 36 months,  9.99%,193.58,B,B3,Loan Processor,7 years,MORTGAGE,51000.0,Not Verified,credit_card,Credit card refinancing,AL,17.86,0.0,May-2003,675.0,679.0,1.0,59.0,,14.0,0.0,7235.0,23.9%,24.0,w,0
17000.0, 36 months,  7.89%,531.86,A,A5,IT Specialist ,3 years,RENT,65000.0,Source Verified,debt_consolidation,Debt consolidation,KY,11.93,0.0,Jul-1990,680.0,684.0,1.0,,55.0,9.0,1.0,11201.0,35.6%,15.0,w,0
12000.0, 36 months, 11.99%,398.52,C,C1,Band Director,2 years,RENT,52000.0,Not Verified,credit_card,Credit card refinancing,TX,30.74,0.0,Apr-2006,680.0,684.0,1.0,,,23.0,0.0,3804.0,24.4%,37.0,f,0
8000.0, 36 months, 10.99%,261.88,B,B3,driver,2 years,OWN,25000.0,Not Verified,credit_card,Credit card refinancing,PA,24.44,0.0,Apr-2000,665.0,669.0,1.0,40.0,,5.0,0.0,10221.0,57.7%,18.0,f,0
10800.0, 60 months, 29.96%,349.16,G,G4,Pharmacy tech ,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,Debt consolidation,CA,27.87,0.0,Mar-2006,735.0,739.0,0.0,,,7.0,0.0,43324.0,20.1%,18.0,w,0
8000.0, 36 months, 10.49%,259.99,B,B3,RN,10+ years,MORTGAGE,55000.0,Not Verified,debt_consolidation,Debt consolidation,GA,5.93,1.0,Dec-2002,680.0,684.0,0.0,10.0,,10.0,0.0,12476.0,44.4%,18.0,w,0
21600.0, 36 months, 16.02%,759.61,C,C5,"VP, senior strategic planner",3 years,MORTGAGE,130000.0,Source Verified,debt_consolidation,Debt consolidation,MI,16.07,0.0,Jun-1995,665.0,669.0,1.0,26.0,,14.0,0.0,29805.0,54%,27.0,w,0
16000.0, 60 months, 11.99%,355.84,B,B5,Customer Service Agent,10+ years,RENT,66000.0,Verified,debt_consolidation,Debt consolidation,CA,32.75,0.0,Sep-2000,720.0,724.0,1.0,,,12.0,0.0,51819.0,49.8%,32.0,w,0
32000.0, 60 months, 23.99%,920.39,F,F3,COO,3 years,RENT,80000.0,Verified,small_business,Business,UT,34.43,0.0,Jan-2006,690.0,694.0,0.0,,,7.0,0.0,23854.0,62.8%,30.0,w,0
6000.0, 36 months,  7.89%,187.72,A,A5,Medical records Tech,10+ years,RENT,65000.0,Not Verified,credit_card,Credit card refinancing,CA,26.86,0.0,Dec-1991,685.0,689.0,0.0,43.0,,13.0,0.0,17923.0,45.4%,29.0,w,0
15000.0, 36 months,  8.59%,474.14,A,A5,Batch Mixer,10+ years,MORTGAGE,45000.0,Verified,credit_card,Credit card refinancing,MO,34.45,0.0,Oct-1977,700.0,704.0,0.0,,,15.0,0.0,22827.0,50.3%,23.0,w,0
16000.0, 60 months, 15.27%,382.92,C,C4,costco wholesale,8 years,MORTGAGE,45200.0,Verified,debt_consolidation,fix the debt loan,CA,19.67,0.0,Sep-1991,715.0,719.0,3.0,,,7.0,0.0,14750.0,58.5%,17.0,f,0
6000.0, 36 months, 14.08%,205.3,C,C3,Triage Nurse Telephonic,1 year,MORTGAGE,102000.0,Not Verified,home_improvement,Home improvement,AZ,34.29,2.0,Aug-2007,680.0,684.0,0.0,18.0,118.0,25.0,1.0,24916.0,69%,53.0,w,1
6000.0, 36 months,  5.32%,180.69,A,A1,Owner,10+ years,MORTGAGE,52000.0,Not Verified,debt_consolidation,Debt consolidation,CA,29.06,0.0,Dec-1990,720.0,724.0,2.0,,,10.0,0.0,11136.0,52.5%,13.0,w,0
20625.0, 60 months, 17.57%,518.93,D,D4,Nutritionist and Co-owner,10+ years,MORTGAGE,49240.0,Verified,debt_consolidation,Debt consolidation,OR,5.48,1.0,Jul-2001,700.0,704.0,1.0,17.0,,9.0,0.0,6606.0,16.5%,20.0,f,0
18000.0, 60 months, 25.57%,534.36,F,F5,Corporate Liason,9 years,MORTGAGE,92000.0,Source Verified,debt_consolidation,Debt consolidation,TX,28.08,0.0,Jul-1986,670.0,674.0,2.0,40.0,,13.0,0.0,45462.0,95.8%,24.0,w,1
14400.0, 36 months,  5.32%,433.66,A,A1,Senior Network Engineer,8 years,MORTGAGE,96500.0,Not Verified,debt_consolidation,Debt consolidation,IL,12.85,0.0,Apr-1995,735.0,739.0,0.0,,,21.0,0.0,37422.0,27.8%,36.0,f,0
9000.0, 36 months,  6.39%,275.4,A,A2,Project Manager,5 years,RENT,75000.0,Source Verified,debt_consolidation,Debt consolidation,MD,9.59,0.0,Mar-1997,805.0,809.0,0.0,,,8.0,0.0,4506.0,5.4%,23.0,w,0
10000.0, 36 months, 12.12%,332.72,B,B3,Henry Schein Dental Corp.,4 years,RENT,36000.0,Not Verified,debt_consolidation,Debt Payoff,TX,20.97,0.0,Jul-2003,695.0,699.0,0.0,,,8.0,0.0,9542.0,88.5%,17.0,f,0
35000.0, 60 months, 13.99%,814.21,C,C3,District Manager,2 years,RENT,113000.0,Verified,credit_card,Credit card refinancing,MA,22.63,0.0,Dec-2002,710.0,714.0,0.0,42.0,,9.0,0.0,23465.0,38.7%,25.0,w,0
15000.0, 36 months, 11.06%,491.51,B,B3,Firefighter,10+ years,MORTGAGE,84000.0,Not Verified,credit_card,Credit card refinancing,CT,12.54,0.0,Mar-1999,680.0,684.0,0.0,79.0,67.0,8.0,1.0,18623.0,62.7%,13.0,w,0
30000.0, 60 months,  9.75%,633.73,B,B3,Business Analyst ,10+ years,RENT,105000.0,Source Verified,debt_consolidation,Debt consolidation,CO,4.03,0.0,Dec-1988,720.0,724.0,0.0,,9.0,11.0,1.0,2436.0,17.3%,22.0,f,0
28000.0, 60 months, 10.78%,605.73,B,B4,Director of Quality,< 1 year,RENT,150000.0,Verified,credit_card,Credit card refinancing,TX,15.31,0.0,Nov-1999,695.0,699.0,0.0,58.0,,13.0,0.0,26655.0,74%,34.0,w,0
10000.0, 36 months,  7.56%,311.34,A,A3,Truck driver,3 years,MORTGAGE,72000.0,Source Verified,credit_card,Credit card refinancing,TX,16.73,0.0,Feb-2005,710.0,714.0,2.0,29.0,,12.0,0.0,4780.0,30.8%,34.0,w,0
10500.0, 36 months,  5.32%,316.21,A,A1,architectural designer,1 year,RENT,65000.0,Not Verified,credit_card,Credit card refinancing,NJ,8.37,0.0,Nov-2006,780.0,784.0,0.0,,,8.0,0.0,6808.0,24.1%,20.0,w,0
24000.0, 60 months, 13.18%,548.29,C,C3,Woodyard,10+ years,MORTGAGE,62000.0,Source Verified,credit_card,Credit card refinancing,OH,9.47,0.0,Jun-1995,705.0,709.0,0.0,,,5.0,0.0,15546.0,88.8%,9.0,w,0
22400.0, 60 months, 13.99%,521.1,C,C4,Adminstration Assistance,10+ years,MORTGAGE,92000.0,Not Verified,debt_consolidation,Debt consolidation,VA,24.93,1.0,Apr-1996,700.0,704.0,0.0,22.0,,17.0,0.0,31308.0,71.8%,58.0,w,0
8800.0, 36 months, 10.16%,284.62,B,B1,NASA,5 years,RENT,130000.0,Not Verified,debt_consolidation,Debt consolidation,AL,13.84,0.0,Jan-2000,705.0,709.0,0.0,,,16.0,0.0,33115.0,49.4%,43.0,f,0
10000.0, 36 months,  5.32%,301.15,A,A1,Receptionist,10+ years,OWN,70000.0,Not Verified,debt_consolidation,Debt consolidation,PA,5.18,0.0,May-1990,810.0,814.0,0.0,,,19.0,0.0,9719.0,7.5%,39.0,w,0
6625.0, 36 months,  8.49%,209.11,A,A5,PDX Inc.,10+ years,MORTGAGE,48000.0,Not Verified,credit_card,Amazon Card Refi,TX,27.65,0.0,Dec-1994,720.0,724.0,0.0,,,9.0,0.0,13021.0,90.4%,21.0,f,0
12000.0, 36 months, 10.16%,388.11,B,B1,Los Angeles Unified School District,10+ years,RENT,96654.0,Verified,debt_consolidation,Credit Card Consolidation,CA,11.93,0.0,Oct-2001,710.0,714.0,0.0,,,13.0,0.0,14986.0,55.3%,29.0,w,0
28000.0, 36 months, 10.99%,916.56,B,B3,Signalman,10+ years,MORTGAGE,75000.0,Source Verified,credit_card,Credit card refinancing,MS,10.77,2.0,Aug-1999,670.0,674.0,2.0,5.0,,9.0,0.0,22680.0,61.6%,27.0,f,0
20000.0, 36 months,  8.19%,628.49,A,A5,Sergeant,8 years,MORTGAGE,120000.0,Source Verified,debt_consolidation,Debt consolidation,SC,13.93,3.0,Nov-2001,660.0,664.0,0.0,4.0,,16.0,0.0,28874.0,74.4%,50.0,f,0
20000.0, 36 months,  8.24%,628.95,B,B1,Licensed Plumber,1 year,MORTGAGE,92000.0,Source Verified,credit_card,Credit card refinancing,GA,8.19,0.0,Jan-2005,670.0,674.0,0.0,65.0,,9.0,0.0,25903.0,46.7%,14.0,w,0
12000.0, 60 months, 21.85%,330.41,D,D5,Owner ,8 years,MORTGAGE,100000.0,Source Verified,credit_card,Credit card refinancing,OK,21.16,2.0,May-2003,665.0,669.0,1.0,14.0,,17.0,0.0,11676.0,81.1%,51.0,w,1
15500.0, 36 months, 12.69%,519.95,C,C2,Respiratory Therapist,2 years,RENT,41800.0,Verified,credit_card,Credit card refinancing,CO,26.02,0.0,Sep-2003,690.0,694.0,0.0,,,11.0,0.0,16125.0,86.2%,41.0,f,0
16000.0, 36 months,  9.16%,509.99,B,B2,Battalion Chief,10+ years,MORTGAGE,110000.0,Source Verified,credit_card,Credit card refinancing,NM,31.58,0.0,May-1998,690.0,694.0,1.0,41.0,,19.0,0.0,21629.0,61.1%,48.0,f,0
12000.0, 60 months, 12.40%,269.37,B,B4,Admissions,2 years,MORTGAGE,40000.0,Source Verified,debt_consolidation,Debt consolidation,TX,24.81,0.0,Mar-2010,695.0,699.0,0.0,,,21.0,0.0,15577.0,42.9%,54.0,w,0
10575.0, 36 months, 13.67%,359.74,C,C3,Owner,10+ years,MORTGAGE,125000.0,Source Verified,debt_consolidation,Debt consolidation,MA,11.67,0.0,Oct-2002,690.0,694.0,1.0,58.0,,11.0,0.0,15371.0,67.4%,12.0,w,0
35000.0, 36 months, 15.41%,1220.33,D,D1,Regional Sales Manager,< 1 year,MORTGAGE,115000.0,Source Verified,debt_consolidation,Debt consolidation,PA,12.93,0.0,Apr-2004,715.0,719.0,0.0,,,8.0,0.0,26272.0,78.9%,17.0,f,0
13450.0, 36 months, 23.88%,526.84,E,E2,Sr. Operations Specialist,4 years,RENT,43000.0,Verified,debt_consolidation,Debt consolidation,TX,26.82,0.0,Dec-2007,660.0,664.0,0.0,77.0,,16.0,0.0,8948.0,76.5%,25.0,w,1
30000.0, 60 months, 20.55%,804.03,D,D2,Maintenance Planner,6 years,MORTGAGE,73000.0,Not Verified,debt_consolidation,Debt consolidation,FL,27.82,0.0,Oct-2004,725.0,729.0,1.0,,93.0,9.0,1.0,12967.0,48.9%,27.0,w,1
15000.0, 36 months,  7.62%,467.43,A,A3,Finance director,10+ years,MORTGAGE,204000.0,Verified,credit_card,Debt consolidation,CA,15.47,2.0,Oct-1989,695.0,699.0,1.0,13.0,,14.0,0.0,6595.0,45.5%,47.0,w,0
12000.0, 36 months, 14.08%,410.6,C,C3,Farm Bill Technician ,2 years,RENT,65000.0,Verified,small_business,Business,MN,7.44,1.0,Mar-2004,665.0,669.0,0.0,1.0,,5.0,0.0,4051.0,64.3%,13.0,w,0
10000.0, 36 months,  7.84%,312.63,A,A4,Youth Pastor,3 years,MORTGAGE,80000.0,Not Verified,credit_card,Credit card refinancing,MO,12.38,0.0,Mar-1993,740.0,744.0,0.0,,,8.0,0.0,9833.0,91.9%,10.0,w,0
11325.0, 36 months, 16.29%,399.78,D,D1,,,RENT,27000.0,Verified,credit_card,Credit card refinancing,PA,27.33,0.0,Jan-1998,660.0,664.0,0.0,,72.0,11.0,1.0,18538.0,42.7%,30.0,w,0
24075.0, 60 months, 21.49%,657.97,D,D5,Insurance Producer,10+ years,MORTGAGE,70000.0,Verified,debt_consolidation,Debt consolidation,WA,25.97,0.0,Aug-2005,720.0,724.0,1.0,,,11.0,0.0,12231.0,63.4%,25.0,w,0
28000.0, 36 months,  6.99%,864.44,A,A3,Clinical Psychologist,1 year,MORTGAGE,106000.0,Source Verified,credit_card,Credit card refinancing,MI,7.95,0.0,May-2003,745.0,749.0,0.0,,,13.0,0.0,13200.0,42.7%,29.0,w,0
26400.0, 36 months, 12.74%,886.22,C,C1,Senior Office Services Coord.,4 years,OWN,55000.0,Verified,credit_card,Credit card refinancing,AR,22.8,0.0,Jan-2004,705.0,709.0,0.0,,,21.0,0.0,23397.0,67.2%,51.0,f,1
10000.0, 36 months, 11.06%,327.68,B,B3,Psychologist,10+ years,MORTGAGE,85000.0,Source Verified,credit_card,Credit card refinancing,CA,15.09,1.0,Jul-2006,690.0,694.0,0.0,4.0,,6.0,0.0,16515.0,21.4%,20.0,w,0
19075.0, 36 months,  7.69%,595.02,A,A4,sales associate,4 years,MORTGAGE,120000.0,Not Verified,debt_consolidation,Debt consolidation,NH,9.57,0.0,Aug-1989,770.0,774.0,2.0,,,7.0,0.0,13925.0,37.9%,16.0,f,0
24000.0, 60 months, 12.98%,545.83,B,B5,Supervisor After Hour Team,5 years,MORTGAGE,68500.0,Not Verified,credit_card,Credit card refinancing,GA,15.31,0.0,May-2001,735.0,739.0,0.0,,,12.0,0.0,5528.0,14.8%,28.0,w,0
11675.0, 36 months, 24.49%,461.06,E,E3,Teacher,5 years,MORTGAGE,85000.0,Source Verified,other,Other,NY,0.0,0.0,Jan-2000,810.0,814.0,1.0,,,3.0,0.0,0.0,0%,17.0,f,1
5000.0, 36 months,  7.49%,155.51,A,A4,,,OWN,25000.0,Not Verified,credit_card,Credit card refinancing,CA,21.52,0.0,Mar-1981,730.0,734.0,0.0,,91.0,21.0,1.0,7799.0,11%,36.0,w,0
8500.0, 36 months, 18.25%,308.37,D,D3,Deli Manager,8 years,RENT,25000.0,Source Verified,debt_consolidation,Debt consolidation,MI,19.4,0.0,Jul-2006,675.0,679.0,0.0,,,9.0,0.0,7181.0,72.5%,14.0,w,1
14000.0, 36 months,  6.46%,428.84,A,A1,,,OWN,28020.0,Not Verified,debt_consolidation,Debt consolidation,LA,23.68,0.0,Jul-2002,690.0,694.0,0.0,,,6.0,0.0,18427.0,62.9%,11.0,w,1
6000.0, 36 months,  7.49%,186.61,A,A4,Teacher,4 years,RENT,30000.0,Not Verified,other,Other,CA,23.56,0.0,May-2010,715.0,719.0,0.0,,,8.0,0.0,787.0,9.6%,14.0,w,0
3600.0, 36 months, 14.48%,123.89,C,C5,PO II,4 years,OWN,60000.0,Verified,debt_consolidation,Debt consolidation,VA,31.98,0.0,Nov-2003,680.0,684.0,0.0,71.0,,23.0,0.0,25587.0,70.9%,43.0,f,0
10000.0, 36 months, 11.49%,329.72,B,B5,Personal Lines Manager,3 years,OWN,59600.0,Source Verified,debt_consolidation,Debt consolidation,LA,26.89,0.0,Jan-2000,680.0,684.0,1.0,,,21.0,0.0,12314.0,36.3%,58.0,w,0
28000.0, 36 months, 15.61%,979.02,D,D1,Technical Specialist 2,10+ years,MORTGAGE,125000.0,Verified,debt_consolidation,Debt consolidation,UT,33.16,0.0,Jul-1986,675.0,679.0,2.0,,21.0,18.0,1.0,129258.0,88%,26.0,w,0
4800.0, 36 months,  6.99%,148.19,A,A2,Clinical Manager/Nurse,10+ years,MORTGAGE,98000.0,Not Verified,credit_card,Credit card refinancing,NM,11.29,0.0,Aug-1996,805.0,809.0,0.0,,,26.0,0.0,9809.0,8.5%,58.0,f,0
18000.0, 36 months, 11.99%,597.78,B,B5,Vice President ,< 1 year,RENT,26695.0,Not Verified,debt_consolidation,Debt consolidation,AL,50.81,0.0,Dec-2007,710.0,714.0,1.0,,,7.0,0.0,4270.0,85.4%,26.0,w,0
6000.0, 36 months, 21.85%,228.68,D,D5,General Manager,8 years,OWN,55000.0,Source Verified,debt_consolidation,Debt consolidation,SC,38.8,0.0,Oct-2002,710.0,714.0,0.0,66.0,,24.0,0.0,20552.0,33.7%,48.0,w,0
25000.0, 36 months, 11.31%,822.15,B,B3,Seamstress,5 years,MORTGAGE,67000.0,Verified,house,Home buying,CA,14.08,0.0,Dec-2010,760.0,764.0,0.0,,,8.0,0.0,6770.0,31.9%,12.0,w,0
11150.0, 36 months, 17.99%,403.05,D,D2,Mechanic,3 years,MORTGAGE,31000.0,Not Verified,home_improvement,Home improvement,IN,23.15,0.0,Dec-1999,665.0,669.0,0.0,37.0,,8.0,0.0,9324.0,87.1%,12.0,w,0
3200.0, 36 months,  8.24%,100.64,B,B1,Solution Architect,2 years,MORTGAGE,135000.0,Source Verified,debt_consolidation,Debt consolidation,FL,22.2,0.0,Feb-2006,715.0,719.0,0.0,,,24.0,0.0,18743.0,25.5%,34.0,f,0
6000.0, 36 months,  8.18%,188.52,B,B1,Senior Accountant,3 years,RENT,62150.0,Not Verified,credit_card,Credit card refinancing,IL,15.14,0.0,Aug-2007,695.0,699.0,0.0,,,8.0,0.0,5436.0,36.5%,22.0,w,0
16200.0, 60 months, 24.08%,466.8,F,F2,Home Health Aide,10+ years,MORTGAGE,36000.0,Source Verified,debt_consolidation,Debt consolidation,WI,14.4,0.0,Nov-1995,685.0,689.0,1.0,,,4.0,0.0,11805.0,94.4%,5.0,w,1
24000.0, 60 months, 10.99%,521.7,B,B4,Photographer,10+ years,MORTGAGE,59000.0,Source Verified,debt_consolidation,Debt consolidation,PA,7.65,0.0,Jun-1992,670.0,674.0,1.0,31.0,15.0,6.0,3.0,17768.0,91.1%,16.0,w,0
6300.0, 36 months,  9.43%,201.61,B,B1,owner,10+ years,MORTGAGE,112500.0,Not Verified,medical,Medical expenses,CO,4.12,0.0,Nov-1999,670.0,674.0,1.0,55.0,,9.0,0.0,12440.0,36.6%,13.0,w,0
5100.0, 60 months, 21.36%,139.01,F,F4,CB Commercial,1 year,RENT,54000.0,Source Verified,house,House Loan,CA,10.09,0.0,Jun-1999,660.0,664.0,1.0,44.0,,8.0,0.0,2518.0,39.3%,20.0,f,1
28000.0, 60 months,  9.17%,583.55,B,B2,Commercial Lender,5 years,OWN,120000.0,Not Verified,debt_consolidation,Debt consolidation,MO,30.72,0.0,Apr-1989,705.0,709.0,0.0,,,23.0,0.0,152251.0,59.1%,48.0,w,0
15000.0, 36 months, 17.76%,540.49,D,D1,spa thrapist,6 years,RENT,72000.0,Not Verified,debt_consolidation,achievement,NY,8.68,0.0,Jan-2005,680.0,684.0,0.0,41.0,,14.0,0.0,10824.0,80.2%,20.0,f,0
15000.0, 60 months, 12.69%,338.93,C,C2,,,RENT,65000.0,Verified,debt_consolidation,Debt consolidation,CA,23.67,1.0,Apr-1995,665.0,669.0,1.0,16.0,,6.0,0.0,4209.0,59.3%,12.0,w,0
5000.0, 36 months, 13.49%,169.66,C,C2,,,MORTGAGE,30000.0,Not Verified,medical,Medical expenses,MD,31.64,0.0,Jan-2000,700.0,704.0,0.0,75.0,,5.0,0.0,16704.0,97.7%,15.0,f,0
10000.0, 36 months, 17.09%,356.98,D,D1,Finance Manager,6 years,MORTGAGE,80000.0,Not Verified,debt_consolidation,Debt consolidation,FL,10.8,3.0,Mar-1991,680.0,684.0,3.0,57.0,,14.0,0.0,10264.0,38%,18.0,f,1
13600.0, 36 months, 15.02%,471.59,C,C3,Registered nurse,10+ years,MORTGAGE,185000.0,Source Verified,debt_consolidation,Debt consolidation,MA,17.02,1.0,Dec-2004,665.0,669.0,1.0,10.0,,12.0,0.0,22919.0,91.3%,22.0,f,0
20000.0, 60 months,  8.67%,411.98,B,B1,Respiratory therapist,10+ years,OWN,52000.0,Source Verified,debt_consolidation,Debt consolidation,LA,34.0,0.0,Aug-1995,710.0,714.0,0.0,,,9.0,0.0,34354.0,47.1%,11.0,f,0
35000.0, 60 months, 16.99%,869.66,D,D3,Police Officer,7 years,MORTGAGE,87000.0,Verified,debt_consolidation,Debt consolidation,IL,7.6,0.0,Apr-1982,705.0,709.0,0.0,,112.0,9.0,1.0,23445.0,47.1%,11.0,w,1
6450.0, 36 months, 18.99%,236.4,D,D3,,,MORTGAGE,31436.0,Verified,debt_consolidation,Debt consolidation,FL,32.19,0.0,Oct-2000,660.0,664.0,0.0,,70.0,11.0,1.0,5723.0,50.6%,33.0,w,0
